trip_id,start_time,end_time,headway_secs
20120111,09:00:00,15:00:00,900
20120111,15:00:00,21:00:00,300
20121110,06:00:00,09:00:00,300
20121110,09:00:00,15:00:00,900
20121110,15:00:00,21:00:00,300
20121111,06:00:00,09:00:00,300
20121111,09:00:00,15:00:00,900
20121111,15:00:00,21:00:00,300
20145110,06:00:00,09:00:00,300
20145110,09:00:00,15:00:00,900
20145110,15:00:00,21:00:00,300
20145111,06:00:00,09:00:00,300
20145111,09:00:00,15:00:00,900
20145111,15:00:00,21:00:00,300
2017B110,06:00:00,09:00:00,300
2017B110,09:00:00,15:00:00,900
2017B110,15:00:00,21:00:00,300
2017B111,06:00:00,09:00:00,300
2017B111,09:00:00,15:00:00,900
2017B111,15:00:00,21:00:00,300
2017B120,06:00:00,09:00:00,300
2017B120,09:00:00,15:00:00,900
2017B120,15:00:00,21:00:00,300
2017B121,06:00:00,09:00:00,300
2017B121,09:00:00,15:00:00,900
2017B121,15:00:00,21:00:00,300
20237110,06:00:00,09:00:00,300
20237110,09:00:00,15:00:00,900
20237110,15:00:00,21:00:00,300
20237111,06:00:00,09:00:00,300
20237111,09:00:00,15:00:00,900
20237111,15:00:00,21:00:00,300
2025A110,06:00:00,09:00:00,300
2025A110,09:00:00,15:00:00,900
2025A110,15:00:00,21:00:00,300
2025A111,06:00:00,09:00:00,300
2025A111,09:00:00,15:00:00,900
2025A111,15:00:00,21:00:00,300
2100A110,06:00:00,09:00:00,300
2100A110,09:00:00,15:00:00,900
2100A110,15:00:00,21:00:00,300
2100A111,06:00:00,09:00:00,300
2100A111,09:00:00,15:00:00,900
2100A111,15:00:00,21:00:00,300
22030110,06:00:00,09:00:00,300
22030110,09:00:00,15:00:00,900
22030110,15:00:00,21:00:00,300
22030111,06:00:00,09:00:00,300
22030111,09:00:00,15:00:00,900
22030111,15:00:00,21:00:00,300
22930110,06:00:00,09:00:00,300
22930110,09:00:00,15:00:00,900
22930110,15:00:00,21:00:00,300
22930111,06:00:00,09:00:00,300
22930111,09:00:00,15:00:00,900
22930111,15:00:00,21:00:00,300
30003110,06:00:00,09:00:00,300
30003110,09:00:00,15:00:00,900
30003110,15:00:00,21:00:00,300
30003111,06:00:00,09:00:00,300
30003111,09:00:00,15:00:00,900
30003111,15:00:00,21:00:00,300
30007110,06:00:00,09:00:00,300
30007110,09:00:00,15:00:00,900
30007110,15:00:00,21:00:00,300
30007111,06:00:00,09:00:00,300
30007111,09:00:00,15:00:00,900
30007111,15:00:00,21:00:00,300
30014110,06:00:00,09:00:00,300
30014110,09:00:00,15:00:00,900
30014110,15:00:00,21:00:00,300
30014111,06:00:00,09:00:00,300
30014111,09:00:00,15:00:00,900
30014111,15:00:00,21:00:00,300
30028110,06:00:00,09:00:00,300
30028110,09:00:00,15:00:00,900
30028110,15:00:00,21:00:00,300
30028111,06:00:00,09:00:00,300
30028111,09:00:00,15:00:00,900
30028111,15:00:00,21:00:00,300
30032110,06:00:00,09:00:00,300
30032110,09:00:00,15:00:00,900
30032110,15:00:00,21:00:00,300
30032111,06:00:00,09:00:00,300
30032111,09:00:00,15:00:00,900
30032111,15:00:00,21:00:00,300
30041110,06:00:00,09:00:00,300
30041110,09:00:00,15:00:00,900
30041110,15:00:00,21:00:00,300
30041111,06:00:00,09:00:00,300
30041111,09:00:00,15:00:00,900
30041111,15:00:00,21:00:00,300
30046110,06:00:00,09:00:00,300
30046110,09:00:00,15:00:00,900
30046110,15:00:00,21:00:00,300
30046111,06:00:00,09:00:00,300
30046111,09:00:00,15:00:00,900
30046111,15:00:00,21:00:00,300
3011C110,06:00:00,09:00:00,300
3011C110,09:00:00,15:00:00,900
3011C110,15:00:00,21:00:00,300
3011C111,06:00:00,09:00:00,300
3011C111,09:00:00,15:00:00,900
3011C111,15:00:00,21:00:00,300
3017A110,06:00:00,09:00:00,300
3017A110,09:00:00,15:00:00,900
3017A110,15:00:00,21:00:00,300
3017A111,06:00:00,09:00:00,300
3017A111,09:00:00,15:00:00,900
3017A111,15:00:00,21:00:00,300
3018C110,06:00:00,09:00:00,300
3018C110,09:00:00,15:00:00,900
3018C110,15:00:00,21:00:00,300
3018C111,06:00:00,09:00:00,300
3018C111,09:00:00,15:00:00,900
3018C111,15:00:00,21:00:00,300
3046B110,06:00:00,09:00:00,300
3046B110,09:00:00,15:00:00,900
3046B110,15:00:00,21:00:00,300
3046B111,06:00:00,09:00:00,300
3046B111,09:00:00,15:00:00,900
3046B111,15:00:00,21:00:00,300
31862110,06:00:00,09:00:00,300
31862110,09:00:00,15:00:00,900
31862110,15:00:00,21:00:00,300
31862111,06:00:00,09:00:00,300
31862111,09:00:00,15:00:00,900
31862111,15:00:00,21:00:00,300
33738110,06:00:00,09:00:00,300
33738110,09:00:00,15:00:00,900
33738110,15:00:00,21:00:00,300
33738111,06:00:00,09:00:00,300
33738111,09:00:00,15:00:00,900
33738111,15:00:00,21:00:00,300
40006110,06:00:00,09:00:00,300
40006110,09:00:00,15:00:00,900
40006110,15:00:00,21:00:00,300
40006111,06:00:00,09:00:00,300
40006111,09:00:00,15:00:00,900
40006111,15:00:00,21:00:00,300
40010110,06:00:00,09:00:00,300
40010110,09:00:00,15:00:00,900
40010110,15:00:00,21:00:00,300
40010111,06:00:00,09:00:00,300
40010111,09:00:00,15:00:00,900
40010111,15:00:00,21:00:00,300
40020110,06:00:00,09:00:00,300
40020110,09:00:00,15:00:00,900
40020110,15:00:00,21:00:00,300
40020111,06:00:00,09:00:00,300
40020111,09:00:00,15:00:00,900
40020111,15:00:00,21:00:00,300
40023110,06:00:00,09:00:00,300
40023110,09:00:00,15:00:00,900
40023110,15:00:00,21:00:00,300
40023111,06:00:00,09:00:00,300
40023111,09:00:00,15:00:00,900
40023111,15:00:00,21:00:00,300
40026110,06:00:00,09:00:00,300
40026110,09:00:00,15:00:00,900
40026110,15:00:00,21:00:00,300
40026111,06:00:00,09:00:00,300
40026111,09:00:00,15:00:00,900
40026111,15:00:00,21:00:00,300
40026210,06:00:00,09:00:00,300
40026210,09:00:00,15:00:00,900
40026210,15:00:00,21:00:00,300
40026211,06:00:00,09:00:00,300
40026211,09:00:00,15:00:00,900
40026211,15:00:00,21:00:00,300
40033110,06:00:00,09:00:00,300
40033110,09:00:00,15:00:00,900
40033110,15:00:00,21:00:00,300
40033111,06:00:00,09:00:00,300
40033111,09:00:00,15:00:00,900
40033111,15:00:00,21:00:00,300
40033210,06:00:00,09:00:00,300
40033210,09:00:00,15:00:00,900
40033210,15:00:00,21:00:00,300
40033211,06:00:00,09:00:00,300
40033211,09:00:00,15:00:00,900
40033211,15:00:00,21:00:00,300
40033410,06:00:00,09:00:00,300
40033410,09:00:00,15:00:00,900
40033410,15:00:00,21:00:00,300
40033411,06:00:00,09:00:00,300
40033411,09:00:00,15:00:00,900
40033411,15:00:00,21:00:00,300
40033510,06:00:00,09:00:00,300
40033510,09:00:00,15:00:00,900
40033510,15:00:00,21:00:00,300
40033511,06:00:00,09:00:00,300
40033511,09:00:00,15:00:00,900
40033511,15:00:00,21:00:00,300
40034110,06:00:00,09:00:00,300
40034110,09:00:00,15:00:00,900
40034110,15:00:00,21:00:00,300
40034111,06:00:00,09:00:00,300
40034111,09:00:00,15:00:00,900
40034111,15:00:00,21:00:00,300
40036110,06:00:00,09:00:00,300
40036110,09:00:00,15:00:00,900
40036110,15:00:00,21:00:00,300
40036111,06:00:00,09:00:00,300
40036111,09:00:00,15:00:00,900
40036111,15:00:00,21:00:00,300
40058110,06:00:00,09:00:00,300
40058110,09:00:00,15:00:00,900
40058110,15:00:00,21:00:00,300
40058111,06:00:00,09:00:00,300
40058111,09:00:00,15:00:00,900
40058111,15:00:00,21:00:00,300
4017A110,06:00:00,09:00:00,300
4017A110,09:00:00,15:00:00,900
4017A110,15:00:00,21:00:00,300
4017A111,06:00:00,09:00:00,300
4017A111,09:00:00,15:00:00,900
4017A111,15:00:00,21:00:00,300
4019C120,06:00:00,09:00:00,300
4019C120,09:00:00,15:00:00,900
4019C120,15:00:00,21:00:00,300
4019C121,06:00:00,09:00:00,300
4019C121,09:00:00,15:00:00,900
4019C121,15:00:00,21:00:00,300
4019C210,06:00:00,09:00:00,300
4019C210,09:00:00,15:00:00,900
4019C210,15:00:00,21:00:00,300
4019C211,06:00:00,09:00:00,300
4019C211,09:00:00,15:00:00,900
4019C211,15:00:00,21:00:00,300
4034B110,06:00:00,09:00:00,300
4034B110,09:00:00,15:00:00,900
4034B110,15:00:00,21:00:00,300
4034B111,06:00:00,09:00:00,300
4034B111,09:00:00,15:00:00,900
4034B111,15:00:00,21:00:00,300
40405110,06:00:00,09:00:00,300
40405110,09:00:00,15:00:00,900
40405110,15:00:00,21:00:00,300
40405111,06:00:00,09:00:00,300
40405111,09:00:00,15:00:00,900
40405111,15:00:00,21:00:00,300
40405210,06:00:00,09:00:00,300
40405210,09:00:00,15:00:00,900
40405210,15:00:00,21:00:00,300
40405211,06:00:00,09:00:00,300
40405211,09:00:00,15:00:00,900
40405211,15:00:00,21:00:00,300
41960110,06:00:00,09:00:00,300
41960110,09:00:00,15:00:00,900
41960110,15:00:00,21:00:00,300
41960111,06:00:00,09:00:00,300
41960111,09:00:00,15:00:00,900
41960111,15:00:00,21:00:00,300
41961110,06:00:00,09:00:00,300
41961110,09:00:00,15:00:00,900
41961110,15:00:00,21:00:00,300
41961111,06:00:00,09:00:00,300
41961111,09:00:00,15:00:00,900
41961111,15:00:00,21:00:00,300
41961120,06:00:00,09:00:00,300
41961120,09:00:00,15:00:00,900
41961120,15:00:00,21:00:00,300
41961121,06:00:00,09:00:00,300
41961121,09:00:00,15:00:00,900
41961121,15:00:00,21:00:00,300
43560110,06:00:00,09:00:00,300
43560110,09:00:00,15:00:00,900
43560110,15:00:00,21:00:00,300
43560111,06:00:00,09:00:00,300
43560111,09:00:00,15:00:00,900
43560111,15:00:00,21:00:00,300
43560210,06:00:00,09:00:00,300
43560210,09:00:00,15:00:00,900
43560210,15:00:00,21:00:00,300
43560211,06:00:00,09:00:00,300
43560211,09:00:00,15:00:00,900
43560211,15:00:00,21:00:00,300
43560220,06:00:00,09:00:00,300
43560220,09:00:00,15:00:00,900
43560220,15:00:00,21:00:00,300
43560221,06:00:00,09:00:00,300
43560221,09:00:00,15:00:00,900
43560221,15:00:00,21:00:00,300
43839110,06:00:00,09:00:00,300
43839110,09:00:00,15:00:00,900
43839110,15:00:00,21:00:00,300
43839111,06:00:00,09:00:00,300
43839111,09:00:00,15:00:00,900
43839111,15:00:00,21:00:00,300
47071110,06:00:00,09:00:00,300
47071110,09:00:00,15:00:00,900
47071110,15:00:00,21:00:00,300
47071111,06:00:00,09:00:00,300
47071111,09:00:00,15:00:00,900
47071111,15:00:00,21:00:00,300
50011110,06:00:00,09:00:00,300
50011110,09:00:00,15:00:00,900
50011110,15:00:00,21:00:00,300
50011111,06:00:00,09:00:00,300
50011111,09:00:00,15:00:00,900
50011111,15:00:00,21:00:00,300
50011120,06:00:00,09:00:00,300
50011120,09:00:00,15:00:00,900
50011120,15:00:00,21:00:00,300
50011121,06:00:00,09:00:00,300
50011121,09:00:00,15:00:00,900
50011121,15:00:00,21:00:00,300
50015110,06:00:00,09:00:00,300
50015110,09:00:00,15:00:00,900
50015110,15:00:00,21:00:00,300
50015111,06:00:00,09:00:00,300
50015111,09:00:00,15:00:00,900
50015111,15:00:00,21:00:00,300
50016110,06:00:00,09:00:00,300
50016110,09:00:00,15:00:00,900
50016110,15:00:00,21:00:00,300
50016111,06:00:00,09:00:00,300
50016111,09:00:00,15:00:00,900
50016111,15:00:00,21:00:00,300
50024110,06:00:00,09:00:00,300
50024110,09:00:00,15:00:00,900
50024110,15:00:00,21:00:00,300
50024111,06:00:00,09:00:00,300
50024111,09:00:00,15:00:00,900
50024111,15:00:00,21:00:00,300
50024210,06:00:00,09:00:00,300
50024210,09:00:00,15:00:00,900
50024210,15:00:00,21:00:00,300
50024211,06:00:00,09:00:00,300
50024211,09:00:00,15:00:00,900
50024211,15:00:00,21:00:00,300
50033110,06:00:00,09:00:00,300
50033110,09:00:00,15:00:00,900
50033110,15:00:00,21:00:00,300
50033111,06:00:00,09:00:00,300
50033111,09:00:00,15:00:00,900
50033111,15:00:00,21:00:00,300
50033130,06:00:00,09:00:00,300
50033130,09:00:00,15:00:00,900
50033130,15:00:00,21:00:00,300
50033131,06:00:00,09:00:00,300
50033131,09:00:00,15:00:00,900
50033131,15:00:00,21:00:00,300
50033140,06:00:00,09:00:00,300
50033140,09:00:00,15:00:00,900
50033140,15:00:00,21:00:00,300
50033141,06:00:00,09:00:00,300
50033141,09:00:00,15:00:00,900
50033141,15:00:00,21:00:00,300
50033160,06:00:00,09:00:00,300
50033160,09:00:00,15:00:00,900
50033160,15:00:00,21:00:00,300
50033161,06:00:00,09:00:00,300
50033161,09:00:00,15:00:00,900
50033161,15:00:00,21:00:00,300
50033260,06:00:00,09:00:00,300
50033260,09:00:00,15:00:00,900
50033260,15:00:00,21:00:00,300
50033261,06:00:00,09:00:00,300
50033261,09:00:00,15:00:00,900
50033261,15:00:00,21:00:00,300
50033270,06:00:00,09:00:00,300
50033270,09:00:00,15:00:00,900
50033270,15:00:00,21:00:00,300
50033271,06:00:00,09:00:00,300
50033271,09:00:00,15:00:00,900
50033271,15:00:00,21:00:00,300
50033310,06:00:00,09:00:00,300
50033310,09:00:00,15:00:00,900
50033310,15:00:00,21:00:00,300
50033311,06:00:00,09:00:00,300
50033311,09:00:00,15:00:00,900
50033311,15:00:00,21:00:00,300
50110110,06:00:00,09:00:00,300
50110110,09:00:00,15:00:00,900
50110110,15:00:00,21:00:00,300
50110111,06:00:00,09:00:00,300
50110111,09:00:00,15:00:00,900
50110111,15:00:00,21:00:00,300
50110120,06:00:00,09:00:00,300
50110120,09:00:00,15:00:00,900
50110120,15:00:00,21:00:00,300
50110121,06:00:00,09:00:00,300
50110121,09:00:00,15:00:00,900
50110121,15:00:00,21:00:00,300
50110210,06:00:00,09:00:00,300
50110210,09:00:00,15:00:00,900
50110210,15:00:00,21:00:00,300
50110211,06:00:00,09:00:00,300
50110211,09:00:00,15:00:00,900
50110211,15:00:00,21:00:00,300
50125110,06:00:00,09:00:00,300
50125110,09:00:00,15:00:00,900
50125110,15:00:00,21:00:00,300
50125111,06:00:00,09:00:00,300
50125111,09:00:00,15:00:00,900
50125111,15:00:00,21:00:00,300
50126110,06:00:00,09:00:00,300
50126110,09:00:00,15:00:00,900
50126110,15:00:00,21:00:00,300
50126111,06:00:00,09:00:00,300
50126111,09:00:00,15:00:00,900
50126111,15:00:00,21:00:00,300
50126210,06:00:00,09:00:00,300
50126210,09:00:00,15:00:00,900
50126210,15:00:00,21:00:00,300
50126211,06:00:00,09:00:00,300
50126211,09:00:00,15:00:00,900
50126211,15:00:00,21:00:00,300
5012C110,06:00:00,09:00:00,300
5012C110,09:00:00,15:00:00,900
5012C110,15:00:00,21:00:00,300
5012C111,06:00:00,09:00:00,300
5012C111,09:00:00,15:00:00,900
5012C111,15:00:00,21:00:00,300
5012D110,06:00:00,09:00:00,300
5012D110,09:00:00,15:00:00,900
5012D110,15:00:00,21:00:00,300
5012D111,06:00:00,09:00:00,300
5012D111,09:00:00,15:00:00,900
5012D111,15:00:00,21:00:00,300
50145110,06:00:00,09:00:00,300
50145110,09:00:00,15:00:00,900
50145110,15:00:00,21:00:00,300
50145111,06:00:00,09:00:00,300
50145111,09:00:00,15:00:00,900
50145111,15:00:00,21:00:00,300
5014A110,06:00:00,09:00:00,300
5014A110,09:00:00,15:00:00,900
5014A110,15:00:00,21:00:00,300
5014A111,06:00:00,09:00:00,300
5014A111,09:00:00,15:00:00,900
5014A111,15:00:00,21:00:00,300
5014B110,06:00:00,09:00:00,300
5014B110,09:00:00,15:00:00,900
5014B110,15:00:00,21:00:00,300
5014B111,06:00:00,09:00:00,300
5014B111,09:00:00,15:00:00,900
5014B111,15:00:00,21:00:00,300
5033C180,06:00:00,09:00:00,300
5033C180,09:00:00,15:00:00,900
5033C180,15:00:00,21:00:00,300
5033C181,06:00:00,09:00:00,300
5033C181,09:00:00,15:00:00,900
5033C181,15:00:00,21:00:00,300
60046110,06:00:00,09:00:00,300
60046110,09:00:00,15:00:00,900
60046110,15:00:00,21:00:00,300
60046111,06:00:00,09:00:00,300
60046111,09:00:00,15:00:00,900
60046111,15:00:00,21:00:00,300
60046210,06:00:00,09:00:00,300
60046210,09:00:00,15:00:00,900
60046210,15:00:00,21:00:00,300
60046211,06:00:00,09:00:00,300
60046211,09:00:00,15:00:00,900
60046211,15:00:00,21:00:00,300
60056110,06:00:00,09:00:00,300
60056110,09:00:00,15:00:00,900
60056110,15:00:00,21:00:00,300
60056111,06:00:00,09:00:00,300
60056111,09:00:00,15:00:00,900
60056111,15:00:00,21:00:00,300
6007C110,06:00:00,09:00:00,300
6007C110,09:00:00,15:00:00,900
6007C110,15:00:00,21:00:00,300
6007C111,06:00:00,09:00:00,300
6007C111,09:00:00,15:00:00,900
6007C111,15:00:00,21:00:00,300
70001110,06:00:00,09:00:00,300
70001110,09:00:00,15:00:00,900
70001110,15:00:00,21:00:00,300
70001111,06:00:00,09:00:00,300
70001111,09:00:00,15:00:00,900
70001111,15:00:00,21:00:00,300
70002110,06:00:00,09:00:00,300
70002110,09:00:00,15:00:00,900
70002110,15:00:00,21:00:00,300
70002111,06:00:00,09:00:00,300
70002111,09:00:00,15:00:00,900
70002111,15:00:00,21:00:00,300
70003110,06:00:00,09:00:00,300
70003110,09:00:00,15:00:00,900
70003110,15:00:00,21:00:00,300
70003111,06:00:00,09:00:00,300
70003111,09:00:00,15:00:00,900
70003111,15:00:00,21:00:00,300
70005110,06:00:00,09:00:00,300
70005110,09:00:00,15:00:00,900
70005110,15:00:00,21:00:00,300
70005111,06:00:00,09:00:00,300
70005111,09:00:00,15:00:00,900
70005111,15:00:00,21:00:00,300
70008110,06:00:00,09:00:00,300
70008110,09:00:00,15:00:00,900
70008110,15:00:00,21:00:00,300
70008111,06:00:00,09:00:00,300
70008111,09:00:00,15:00:00,900
70008111,15:00:00,21:00:00,300
70032110,06:00:00,09:00:00,300
70032110,09:00:00,15:00:00,900
70032110,15:00:00,21:00:00,300
70032111,06:00:00,09:00:00,300
70032111,09:00:00,15:00:00,900
70032111,15:00:00,21:00:00,300
70033110,06:00:00,09:00:00,300
70033110,09:00:00,15:00:00,900
70033110,15:00:00,21:00:00,300
70033111,06:00:00,09:00:00,300
70033111,09:00:00,15:00:00,900
70033111,15:00:00,21:00:00,300
70033210,06:00:00,09:00:00,300
70033210,09:00:00,15:00:00,900
70033210,15:00:00,21:00:00,300
70033211,06:00:00,09:00:00,300
70033211,09:00:00,15:00:00,900
70033211,15:00:00,21:00:00,300
70034110,06:00:00,09:00:00,300
70034110,09:00:00,15:00:00,900
70034110,15:00:00,21:00:00,300
70034111,06:00:00,09:00:00,300
70034111,09:00:00,15:00:00,900
70034111,15:00:00,21:00:00,300
7004W110,06:00:00,09:00:00,300
7004W110,09:00:00,15:00:00,900
7004W110,15:00:00,21:00:00,300
7004W111,06:00:00,09:00:00,300
7004W111,09:00:00,15:00:00,900
7004W111,15:00:00,21:00:00,300
70102110,06:00:00,09:00:00,300
70102110,09:00:00,15:00:00,900
70102110,15:00:00,21:00:00,300
70102111,06:00:00,09:00:00,300
70102111,09:00:00,15:00:00,900
70102111,15:00:00,21:00:00,300
70103110,06:00:00,09:00:00,300
70103110,09:00:00,15:00:00,900
70103110,15:00:00,21:00:00,300
70103111,06:00:00,09:00:00,300
70103111,09:00:00,15:00:00,900
70103111,15:00:00,21:00:00,300
70111110,06:00:00,09:00:00,300
70111110,09:00:00,15:00:00,900
70111110,15:00:00,21:00:00,300
70111111,06:00:00,09:00:00,300
70111111,09:00:00,15:00:00,900
70111111,15:00:00,21:00:00,300
70126110,06:00:00,09:00:00,300
70126110,09:00:00,15:00:00,900
70126110,15:00:00,21:00:00,300
70126111,06:00:00,09:00:00,300
70126111,09:00:00,15:00:00,900
70126111,15:00:00,21:00:00,300
70129110,06:00:00,09:00:00,300
70129110,09:00:00,15:00:00,900
70129110,15:00:00,21:00:00,300
70129111,06:00:00,09:00:00,300
70129111,09:00:00,15:00:00,900
70129111,15:00:00,21:00:00,300
7024C110,06:00:00,09:00:00,300
7024C110,09:00:00,15:00:00,900
7024C110,15:00:00,21:00:00,300
7024C111,06:00:00,09:00:00,300
7024C111,09:00:00,15:00:00,900
7024C111,15:00:00,21:00:00,300
80023110,06:00:00,09:00:00,300
80023110,09:00:00,15:00:00,900
80023110,15:00:00,21:00:00,300
80023111,06:00:00,09:00:00,300
80023111,09:00:00,15:00:00,900
80023111,15:00:00,21:00:00,300
80030110,06:00:00,09:00:00,300
80030110,09:00:00,15:00:00,900
80030110,15:00:00,21:00:00,300
80030111,06:00:00,09:00:00,300
80030111,09:00:00,15:00:00,900
80030111,15:00:00,21:00:00,300
80048110,06:00:00,09:00:00,300
80048110,09:00:00,15:00:00,900
80048110,15:00:00,21:00:00,300
80048111,06:00:00,09:00:00,300
80048111,09:00:00,15:00:00,900
80048111,15:00:00,21:00:00,300
80048210,06:00:00,09:00:00,300
80048210,09:00:00,15:00:00,900
80048210,15:00:00,21:00:00,300
80048211,06:00:00,09:00:00,300
80048211,09:00:00,15:00:00,900
80048211,15:00:00,21:00:00,300
80105110,06:00:00,09:00:00,300
80105110,09:00:00,15:00:00,900
80105110,15:00:00,21:00:00,300
80105111,06:00:00,09:00:00,300
80105111,09:00:00,15:00:00,900
80105111,15:00:00,21:00:00,300
80114110,06:00:00,09:00:00,300
80114110,09:00:00,15:00:00,900
80114110,15:00:00,21:00:00,300
80114111,06:00:00,09:00:00,300
80114111,09:00:00,15:00:00,900
80114111,15:00:00,21:00:00,300
80115110,06:00:00,09:00:00,300
80115110,09:00:00,15:00:00,900
80115110,15:00:00,21:00:00,300
80115111,06:00:00,09:00:00,300
80115111,09:00:00,15:00:00,900
80115111,15:00:00,21:00:00,300
80118110,06:00:00,09:00:00,300
80118110,09:00:00,15:00:00,900
80118110,15:00:00,21:00:00,300
80118111,06:00:00,09:00:00,300
80118111,09:00:00,15:00:00,900
80118111,15:00:00,21:00:00,300
80119110,06:00:00,09:00:00,300
80119110,09:00:00,15:00:00,900
80119110,15:00:00,21:00:00,300
80119111,06:00:00,09:00:00,300
80119111,09:00:00,15:00:00,900
80119111,15:00:00,21:00:00,300
80135110,06:00:00,09:00:00,300
80135110,09:00:00,15:00:00,900
80135110,15:00:00,21:00:00,300
80135111,06:00:00,09:00:00,300
80135111,09:00:00,15:00:00,900
80135111,15:00:00,21:00:00,300
