stop_id,stop_name,stop_desc,stop_lat,stop_lon,location_type,parent_station,wheelchair_boarding
retina.marinated.boss,Mult Care Medical Centre,,0.27634,32.58104,,,
snapped.insolvent.prevents,Star Kids Pre-school,,0.28005,32.57856,,,
asleep.happy.crackled,Eucalyptus - Soya,,0.2767,32.61492,,,
delighted.cheeses.proposals,Lds Church (Salama Rd),,0.28735,32.57379,,,
sketching.duplicity.couple,ETM Church,,0.28139,32.57753,,,
clarifies.delivers.unhappy,Cerplus Pharmacy,,0.26883,32.58855,,,
gentlemen.relate.radar,Bunga Church,,0.27061,32.61903,,,
confident.pest.maple,Hotel International,,0.29298,32.61827,,,
store.snug.simple,Bukesa,,0.28867,32.62735,,,
solved.paddle.unscathed,Chinese Clinic Centre,,0.29996,32.60659,,,
originals.width.cheesy,Bethel Primary School (Salama Rd),,0.27198,32.58482,,,
aliens.picture.adverbs,Rayaat Islamic Primary School,,0.28512,32.57493,,,
concerned.intensely.clocks,Kajjansi,,0.20938,32.54125,,,
foamed.overhangs.shameless,Abayita Ababiri - Mpala - Baita,,0.09214,32.49871,,,
firebird.window.tarred,Uganda National Ngo Forum,,0.29894,32.60346,,,
petticoat.centigrade.colloquia,Mpala - Galugasi,,0.10593,32.5179,,,
waddle.navigators.slashing,Katabe,,0.08843,32.48801,,,
blown.toenail.consoled,Seguku Sign Post,,0.23246,32.5521,,,
roadways.subway.eyepieces,Alpha Medical Clinic,,0.28393,32.57569,,,
outhouse.autumn.blurred,Kitende - Kajjansi,,0.19239,32.53932,,,
workbench.subsystem.budget,Nakulait,,0.18022,32.53827,,,
irises.imposes.dreamlike,Kitende Rubeleto Junction,,0.15065,32.54579,,,
beads.beans.fits,Tender Care Kindengarten,,0.27036,32.58654,,,
deputy.eyepieces.deposits,Capital Club - Kabalagaba,,0.29767,32.60153,,,
violinist.kindness.gravy,Makindye Junior Academy,,0.27511,32.58195,,,
relatives.blast.invite,Cash Supermarket,,0.27906,32.57921,,,
pitch.fortified.should,Entebbe Town,,0.06507,32.47436,,,
coffee.grocers.ogre,British American Tobacco,,0.32052,32.59827,,,
library.forks.salary,City High School (Kololo),,0.32886,32.60252,,,
chess.clay.aura,Nyonyi Gardens,,0.32697,32.59758,,,
chromatic.waving.alleges,Total (Jinja Road),,0.314695,32.5906233333333,,,
motorist.casually.slap,Yusuf Lule Rd - Shimoni Rd Jct,,0.3234,32.58686,,,
directive.onions.camped,Ministry of Internal Affairs,,0.31933,32.59691,,,
outlines.caressing.shorten,British American Tobacco,,0.32042,32.59837,,,
crinkled.events.chambers,Uganda Management Institute - Jinja Rd,,0.32087,32.59895,,,
bake.snowstorm.idealist,Centenary Park - Electoral Commission,,0.31747,32.59428,,,
stay.giraffes.acrobat,Carter Centre,,0.32391,32.57497,,,
celebrate.sharpens.trickled,Soliz House,,0.32295,32.57621,,,
sandbags.upholding.harvest,Makere University Main Gate,,0.32888,32.57147,,,
sleep.ambient.tripling,Spear House,,0.31532,32.59138,,,
waters.richest.printouts,Bank of Africa (Jinja Rd),,0.31609,32.59259,,,
pest.taped.brilliant,Crane Bank - Nema House,,0.31413,32.58967,,,
result.handicaps.strapping,Warid Clock Tower - Airtel Headquarters,,0.31849,32.59533,,,
suspect.bowhead.crackled,Oasis Mall,,0.31865,32.59164,,,
decoded.replaces.oddly,Bank of Africa (Jinja Rd),,0.31592,32.5922,,,
limit.mentioned.highs,Spear House,,0.31514,32.59128,,,
endlessly.kingpin.villager,Total (Jinja Road),,0.31459,32.59025,,,
relishes.wealth.horses,Save The Children,,0.33733,32.58403,,,
unlocking.waxes.drifting,Oasis Mall,,0.31879,32.59174,,,
sings.crafts.declining,Uganda Media Centre (Nile Avenue),,0.31812,32.59043,,,
silver.manly.forwarded,Ubc Headquarters (Nile Avenue),,0.31722,32.58888,,,
amber.funnels.inefficient,Cham Towers,,0.31271,32.58322,,,
mining.winks.lunge,Uganda Media Centre (Nile Avenue),,0.3179,32.59034,,,
payout.liner.lecturers,Ubc Headquarters (Nile Avenue),,0.31708,32.5889,,,
occur.salutes.sank,Mtn Uganda Headquarters,,0.31935,32.58778,,,
cracker.brushing.shelving,Crane Bank - Nema House,,0.31405,32.58937,,,
canal.rucksack.rally,Nakasero Primary School - Fang Fang Hotel,,0.32058,32.58409,,,
noting.quick.convey,Sheraton Gardens - Nile Avenue,,0.31561,32.58315,,,
showcases.chin.escalated,Sheraton Hotel (Ternan Ave),,0.31739,32.58297,,,
singled.flotation.housework,Kamwokya Police Station,,0.34167,32.58893,,,
grad.screening.cafe,Kamwokya (Kira Rd),,0.34052,32.58784,,,
corrode.cook.refer,Kamwokya (Kira Rd),,0.34061,32.58774,,,
dent.pleaser.gadgets,Gapco (Kira Rd),,0.33925,32.58642,,,
input.bulges.reconnect,Archer Rd - New Vision,,0.3238,32.60247,,,
crate.stole.allowable,Police Station Jinja Rd,,0.32243,32.60094,,,
fidgeting.prongs.nerve,Kagate - Yuasa,,0.33116,32.61503,,,
proclaims.hamsters.stealing,Utoda Nakawa,,0.32971,32.61345,,,
downcast.slamming.trickled,Gapco (Kira Rd),,0.33929,32.58629,,,
cable.breath.loafing,City Oil (Kamwokya),,0.33843,32.58532,,,
dance.slider.tenure,Bank of Baroda - Kampala Medical Centre,,0.33987,32.58695,,,
pockets.panoramic.factoring,Save The Children,,0.33722,32.5841,,,
grumbles.exile.skews,URA Nakawa Gate,,0.33178,32.62053,,,
pasting.buzzer.coasting,Nakawa Taxi,,0.32915,32.61163,,,
ritual.elects.reissued,China-uganda Friendship Hospital (Shoprite Rd),,0.32926,32.60729,,,
matchbox.incur.unearthly,Toyota Kololo (Naguru Rd),,0.33087,32.60385,,,
heartless.infuses.passports,Utoda Nakawa,,0.32967,32.61348,,,
totally.store.warned,Naguru Police Post,,0.33362,32.61204,,,
clerk.argued.payout,Mogas Petrol Station (Salaama),,0.24702,32.61295,,,
transmits.listening.agree,Royal Impala Hotel,,0.24154,32.61894,,,
icicles.committed.ordeals,Munyonyo Guest House,,0.24317,32.6163,,,
cooked.insert.behalf,China-uganda Frienship Hospital (Naguru Avenue),,0.33036,32.6052,,,
depth.magic.itself,Lugogo Shopping Mall - Shoprite (Jinja Rd),,0.3258,32.60735,,,
jaws.jumped.pampered,Archer Rd - New Vision,,0.32368,32.60254,,,
text.actors.degrading,Nakawa Taxi,,0.32801,32.61174,,,
variation.pebble.instead,Nakawa Taxi,,0.32854,32.61229,,,
sandbags.pulses.bought,Yuasa Bond (Katalima Loop),,0.33195,32.61371,,,
repaid.eternally.hinted,Uma (Naguru Rd),,0.32976,32.60994,,,
bared.jots.marriage,Nakawa Market (Naguru Rd),,0.33045,32.61133,,,
chucks.feasting.glides,Shell Lugogo,,0.32713,32.60489,,,
verse.showrooms.targeted,Kampala Baptist Church,,0.32709,32.56372,,,
freezers.tidy.hooks,Gadafi Rd Roundabout,,0.31913,32.56895,,,
legend.query.soils,Old Kampala Hospital - Uganda Police,,0.31739,32.56837,,,
husbands.pockets.highlight,Old Kampala Secondary School,,0.31628,32.56773,,,
scales.drape.parsnips,Shell (Sir Apollo Kagwa Rd),,0.31968,32.56664,,,
reinstate.cope.suddenly,Arcos Inn,,0.32345,32.5615,,,
vocally.unless.warned,Nakulabye Market,,0.32544,32.56157,,,
agent.recording.belonging,L'atmosphere Club,,0.32577,32.56196,,,
spurring.newest.florists,Sema Properties Head Office,,0.31788,32.56967,,,
calendars.secondly.solved,Picfare And Nytil (Bugolobi),,0.32127,32.60768,,,
dressings.token.alcove,Cib (Bugolobi),,0.32212,32.60971,,,
shelters.senders.heaven,Total (Old Portbell Rd),,0.31857,32.59794,,,
sandbags.stardom.encoder,National Mosque,,0.31504,32.56759,,,
thrillers.jazz.uncle,Daily Loaf Bakery,,0.3184,32.5669,,,
hobbies.quits.grandson,Petro Fuel Station (Martin Rd),,0.31715,32.56998,,,
drawn.provoking.expanded,Midland Clinic,,0.31878,32.56934,,,
severe.disarmed.dignify,Mambo Bado,,0.31012,32.55793,,,
roofer.organisms.soccer,Kobil Bakuli Stage,,0.31338,32.56813,,,
tumblers.polka.insects,Shell Fuel Station (Bakuli),,0.31452,32.56576,,,
dislodge.tilting.wizards,Sanyu Babies' Home,,0.31355,32.56084,,,
dented.backhand.bronze,Hass Petro Station (Bakuli),,0.31586,32.56427,,,
sneezed.fields.soups,Bakuli,,0.31687,32.56398,,,
fewest.trip.shatters,Horse Power Bukesa,,0.31873,32.56364,,,
relishing.products.wanting,Mengo Hospital,,0.31097,32.5588,,,
heartburn.comments.promises,Macos Girls Hostel,,0.32771,32.56763,,,
coil.training.permit,Macos - Tuskys,,0.3281,32.56996,,,
pulses.defaults.mountain,Bauli Stage,,0.31467,32.5647,,,
reduction.multiply.funny,Jaguar Bus Terminal,,0.31405,32.56679,,,
owned.composes.dissolves,Kayiwa Church,,0.31805,32.55758,,,
scooter.lyricism.cherub,Namirembe Cathedral,,0.31533,32.5608,,,
choice.ferried.renew,Bulango Mengo,,0.3115,32.55925,,,
survived.modem.rescue,Ministry of Finance - International Conference Centre,,0.31683,32.58639,,,
riders.reclaimed.ballooned,Bible House (Bombo Rd),,0.32458,32.57409,,,
shatters.biked.workbook,City Oil Petro Station (Bombo Rd),,0.32507,32.57411,,,
fried.freezers.repeated,Petro Fuel Station (Bombo Rd),,0.326,32.57413,,,
invoices.composes.player,Cham Towers,,0.312815,32.5831566666667,,,
mandolin.digress.ranks,Total Jinja Rd Stage,,0.3125,32.58488,,,
courts.similar.magically,Uganda Bureau of Statistics - Sheraton Hotel,,0.31618,32.58463,,,
miracle.taxi.fetching,Ministry of Finance - International Conference Centre,,0.31694,32.58616,,,
fizzy.spindles.grandest,Bat Valleys,,0.32266,32.57397,,,
grab.seated.pixel,Samsam Hotel,,0.31303,32.56049,,,
redeeming.badly.format,Albert Cook Rd,,0.31235,32.55995,,,
export.hairspray.magnum,Victorious Primary School (Bakuli),,0.31447,32.56289,,,
choppers.uplifting.recitals,Agrobusiness House,,0.3296,32.57606,,,
claw.panther.carpeted,Norvik Hospital,,0.32346,32.57405,,,
towns.runways.trickling,Ymca,,0.32837,32.57419,,,
meanders.award.dynamic,Buganda Rd Primary School - Norvik Hospital,,0.32292,32.57496,,,
outbursts.grapevine.resort,Padre Pio House,,0.32432,32.57604,,,
races.acid.shred,Makere Metropolitan Management Institute,,0.32843,32.56507,,,
loom.gums.liked,Oilcom (Sir Apollo Kagwa Rd),,0.3292,32.56492,,,
presented.jumbo.cherub,V-power Gustro Book Centre,,0.33023,32.56473,,,
thankful.homelands.sizzled,Full Gospel Church,,0.32779,32.56519,,,
belonged.selection.twists,MFI,,0.32734,32.57588,,,
contents.barrel.buzz,National Drugs Authority,,0.32647,32.5759,,,
boasted.microfilm.readily,St. Catherine Hospital,,0.32557,32.57594,,,
dirt.plausible.neat,Full Gospel Church Extension,,0.32658,32.56539,,,
towel.compounds.nutty,Uganda Bureau of Statistics - Sheraton Hotel,,0.31626,32.58456,,,
landlords.fondest.grumbles,Sheraton Gardens - Nile Avenue,,0.31555,32.58301,,,
rucksack.mental.inform,Total Jinja Rd Stage,,0.31238,32.58493,,,
rebounded.loopholes.willing,Umeme Nankulabye,,0.32245,32.56209,,,
tiling.reserving.dozen,Multitech Business School,,0.32449,32.56571,,,
immunity.large.fiery,Department of Refugees Pm's Office,,0.32177,32.56622,,,
innovator.piglets.loads,Sir Apollo Kagwa Rd - Kyaddondo Rd 2 Jct,,0.32534,32.56557,,,
tinny.uplifting.foremost,Ntinda Uneb,,0.35057,32.61582,,,
motorist.stubbed.trips,Ntinda Post Office,,0.34869,32.61649,,,
watchdogs.fluctuate.washable,Casa Miltu (Ntinda Rd),,0.34653,32.61738,,,
dude.cabbies.guarded,Ntinda Rd T Junction,,0.34561,32.61727,,,
call.denoting.creamed,Landmark Apartments - Akamwesi Hostel,,0.32418,32.61921,,,
sobered.biggest.clattered,Mubs Nakawa,,0.3259,32.61649,,,
breeding.pumps.houseboat,Total - Nakawa Business Park,,0.32727,32.61179,,,
fattening.fattening.elder,Total - Nakawa Business Park,,0.32696,32.61129,,,
fallback.collected.brilliant,Victory City Church Ntinda - Bukoto Muslim Primary School,,0.35251,32.60757,,,
selling.longingly.donor,Ntinda Shopping Centre - Quality Supermarket,,0.35409,32.61153,,,
dose.score.slung,Uganda Human Rights Commission,,0.35267,32.60887,,,
underline.nudge.cove,Shell (Bukoto Rd),,0.35331,32.6104,,,
year.indeed.educates,Chata Investments - Umeme (Jinja Rd),,0.3354,32.61984,,,
pigtails.doted.alien,City Oil Nakawa,,0.33631,32.62086,,,
strictest.fewer.chuckling,St. Luke Church of Uganda,,0.35332,32.61499,,,
spent.instructs.gifted,Bank of Africa (Ntinda),,0.35177,32.61541,,,
shaver.gushes.onlookers,Total Ntinda - Pick N' Save Supermarket,,0.3559,32.6152,,,
shade.swordfish.reporters,Musana Plaza,,0.35632,32.61304,,,
centrally.cable.flicks,Stanbic Bank,,0.35557,32.61469,,,
skins.political.paving,Ntinda Stage,,0.35529,32.61392,,,
scrambles.melons.rewarding,Market View Shoppers - Uganda Aids Commission Secretariate,,0.3446,32.61685,,,
headliner.pasta.souk,Ntinda New Market,,0.34403,32.61661,,,
file.mainly.adults,Shell Ntinda,,0.34168,32.61564,,,
different.relaxing.glow,Police Children School,,0.33867,32.615,,,
common.truckload.rainbow,Capital Shoppers Mall,,0.34967,32.6161,,,
townhouse.inclined.text,Spear Motors - Jinja And Ntinda Rd Jct,,0.33389,32.61812,,,
loaning.learns.sleepy,Nakawa Vocational Institute - Management Training And Advisory Centre (Mtac),,0.33311,32.61723,,,
gosh.strikers.change,Uganda Police Ntinda Rd,,0.33419,32.61742,,,
commoners.ideal.rebirth,Quick Pick Supermarket,,0.33673,32.60955,,,
offerings.relished.goofy,Aird Head Office,,0.34279,32.61094,,,
hairstyle.flying.gallons,Katalima Loop - Ntinda Ii Rd Junction,,0.34424,32.61291,,,
disbelief.plankton.hiker,Hotel Villanova,,0.3425,32.61379,,,
domain.tribe.basics,Kagoma Guesthouse,,0.40328,32.54445,,,
salmon.climber.salaried,Kings Village Restaurant,,0.32022,32.61953,,,
motoring.herbs.highways,Krishna Mall,,0.31942,32.62103,,,
awake.stables.sweetened,Uganda Fishnet,,0.32085,32.61293,,,
clutter.situated.homeward,SGS Kawanda Inspection Station A,,0.43094,32.53452,,,
agreed.juggles.simulations,Safe Drive - Bombo Rd,,0.42845,32.53459,,,
promotes.ruling.cutaway,Pentecostal Church - Bombo Rd,,0.42413,32.53587,,,
glad.riding.sketching,St Catherina Day and Boarding School,,0.42224,32.53636,,,
printout.however.spillage,Kimera Rd - Ntinda Rd Junction (Nakawa),,0.34312,32.61624,,,
conspire.enacted.massaging,Multiple Icd,,0.33629,32.61511,,,
ratty.daredevil.orchestra,Ballore Logistics,,0.33555,32.61551,,,
backfired.calm.mandolin,Unafri Village,,0.33489,32.6107,,,
dime.salmon.intersect,Kawanda Veterans Market,,0.41278,32.53672,,,
drag.sprinter.widen,Kawanda Hydro Electric Station,,0.40996,32.53827,,,
cracker.limitless.cheerful,Lukadde Rd - Gulu Kampala Rd,,0.40752,32.54052,,,
tinned.shapes.cemented,Crown Suites - Bombo Rd,,0.40537,32.54252,,,
contained.tingled.unzips,Jazz Supermarket,,0.32058,32.61854,,,
unlimited.gasping.collides,URA,,0.32699,32.61331,,,
dockers.crows.trouser,Uganda Institute of Information,,0.32679,32.61466,,,
gently.inched.exits,Total - Nakawa Business Park,,0.32715,32.61187,,,
maps.remix.blotting,Petro (Old Portbell Rd),,0.31959,32.60036,,,
plunger.reduction.action,Uganda Communications Commission,,0.32067,32.6162,,,
clenching.uniforms.upsetting,Bugolobi Market,,0.31911,32.62308,,,
divided.caring.mourner,Shell - Village Mall (Bugolobi),,0.32064,32.61746,,,
rules.goal.snippets,Oil Energy Kawanda - Bombo Rd,,0.42027,32.53667,,,
score.warnings.neckline,Musanyusa Farm Supply,,0.41823,32.53692,,,
mandolin.emeralds.renew,High Way Petro Station - Bombo Rd,,0.4164,32.53699,,,
huddled.reckoned.vast,Kawanda Stage,,0.41536,32.53692,,,
eggshell.cackling.threaded,Betsam Students Hostel,,0.32332,32.62062,,,
price.shadow.paintings,Rwenzori Commodities Ltd,,0.32002,32.60179,,,
arranger.headrest.defrost,Sadolin Paints Uganda Limited,,0.32002,32.60532,,,
munch.tokens.monks,Ministry of Works; Lands And Transport,,0.31816,32.59667,,,
cobbled.privately.backtrack,Dmark Mobile,,0.3433,32.5919,,,
extremely.avoid.youngest,Kamwokya Centre,,0.34346,32.59069,,,
marathon.mulled.firming,Rpide Microfinance (Bukoto),,0.34432,32.5922,,,
orbit.recliner.hits,City Ville,,0.34793,32.59809,,,
treat.rules.refuse,Moyo Close T Intersection,,0.35531,32.59666,,,
noise.grumbling.axed,Women's Hospital International,,0.34998,32.59851,,,
denoting.spits.agenda,Sunrise Supermarket,,0.35081,32.59801,,,
clapper.reduce.united,Kira Police Station,,0.34293,32.59547,,,
clubbing.sweeter.helper,Nakasero Market,,0.31063,32.58057,,,
totally.jacket.excavated,Centenary Bank (Entebbe Rd),,0.3114,32.58134,,,
dares.sulk.piglets,Crane Bank - City Square,,0.314,32.57912,,,
flag.stopwatch.samplers,Old Taxi Park (Market Street),,0.3117,32.57863,,,
shoving.unzipped.styled,Simba Radio,,0.34636,32.59722,,,
best.storeroom.nuns,Nakumatt - Total (Bukoto),,0.34571,32.59696,,,
tailwind.physics.aimless,Bukoto White Flats,,0.34419,32.5961,,,
slimming.badge.fluffed,Shoprite - Total Petrol Station (Ben Kiawanuka St),,0.30915,32.57755,,,
acrobatic.unlimited.round,Kamwokya (Old Kira Rd),,0.34232,32.5892,,,
skippers.notes.buck,City Oil (Kamwokya),,0.33835,32.58539,,,
incensed.knees.outraged,British High Commission,,0.3368,32.58358,,,
lies.piled.acclaimed,Bukoto White Flats,,0.34414,32.59619,,,
cared.spurring.before,Transformer,,0.34524,32.59368,,,
reshaping.officials.decoded,Moyo Close Junction,,0.34589,32.59474,,,
refreshed.fixture.miss,Elson Courts,,0.3467,32.59604,,,
bibs.parsnip.suffer,City Ville,,0.34795,32.5982,,,
booklets.recline.rebounder,Bukoto Height Apartments,,0.34774,32.59417,,,
downs.firewall.daisy,Kisuule Nursery And Primary School,,0.35022,32.59418,,,
chosen.purchaser.rainbow,Kampala International School,,0.35113,32.59378,,,
sagging.trouble.remembers,Moyo Close - Kyebando Ring Rd Jct,,0.35271,32.59389,,,
zapped.inched.lifeboats,Kira Police Station,,0.34276,32.59556,,,
birds.sped.devotion,Dmark Mobile,,0.34342,32.59159,,,
theory.bunkers.trifling,Centenary Point (Old Kira Rd),,0.34269,32.58946,,,
resurgent.manuals.helping,Bukoto Market,,0.35207,32.59774,,,
imprints.pigment.dearest,Steel And Tube Industries - Pepsi,,0.33764,32.6237,,,
watch.quality.darts,Lakhani Motors,,0.341,32.63246,,,
recovery.soggy.servants,Nabisunsa,,0.34154,32.63387,,,
printing.tinny.paddocks,Hass Petrol Station (Banda),,0.34245,32.63626,,,
yacht.decays.reaction,Apex House,,0.35504,32.61306,,,
covertly.funnels.spearing,Shell (Kireka),,0.3468,32.64979,,,
clustered.nudge.severe,Golden Pot Gardens,,0.34749,32.64759,,,
magazine.turns.nicer,Total Fuel Station (Kireka),,0.34626,32.64795,,,
samplers.lads.comedy,Bukoto Kisasi T Junction,,0.34873,32.59945,,,
mainly.crowd.crisper,Bukoto Kisasi T Junction,,0.34868,32.59929,,,
cheeses.plus.commenced,Simba Radio,,0.34643,32.59734,,,
post.deploying.crowns,Nakumatt - Total (Bukoto),,0.345736666666667,32.5968916666667,,,
folds.digesting.blanked,Kamuli-kilule Rd,,0.34855,32.64233,,,
tilts.daffodils.rapid,Kampala Muslim Primary School,,0.35071,32.64553,,,
clockwork.captive.marsh,Kireka Market,,0.34513,32.64393,,,
ticked.engages.overture,Global Paints (Jinja Rd),,0.3445,32.64173,,,
forkful.summer.enhances,Uganda Funeral Services,,0.34986,32.60304,,,
freedom.unframed.potato,Capital Night Pub,,0.35376,32.59831,,,
toned.deleting.licks,Bukoto (Moyo Close Jct),,0.3555,32.59851,,,
sheet.beards.pavilions,Sunction Preparation School,,0.35385,32.59415,,,
interacts.host.farmland,Petro Fuel Station (Banda),,0.34317,32.63808,,,
audibly.displays.plotter,Kyambogo,,0.33847,32.62581,,,
eagle.cackling.closet,Banda,,0.34217,32.6355,,,
panicking.lions.buying,Bukoto,,0.34973,32.60141,,,
crypt.missions.playback,Kireka,,0.34645,32.64861,,,
rewriting.digests.code,Roma Hardware,,0.34702,32.6505,,,
shimmered.tickling.school,Good Daddy Primary School,,0.34553,32.64538,,,
gymnasium.starters.allies,St. Mary's Junior,,0.34706,32.64122,,,
earlobes.orchids.depravity,Ntinda Ii Rd Junction,,0.35213,32.60687,,,
dolly.abode.moss,Frobel,,0.35161,32.60633,,,
irritate.petal.stripped,Naguru East Rd Jct,,0.35029,32.60498,,,
helps.fizzle.districts,Safeway Supermarket (Kirs Rd),,0.35111,32.60583,,,
shirt.mothering.spring,Kibuye Roundabout,,0.29349,32.57256,,,
kick.shifters.richer,Kibuye Roundabout,,0.29381,32.57298,,,
vocal.cornfield.flask,Prayer Palace Church,,0.2919,32.57409,,,
roving.bead.standing,Emen Memorial School - Molly & Paul High School,,0.29136,32.57466,,,
tolerable.flesh.cosmetic,Total Petro Station - Ndeeba Banks,,0.29285,32.56625,,,
campfires.sailing.qualifier,Lubiri Rinf Road (Ndeeba),,0.29581,32.56495,,,
subtitle.rural.refrain,Total (Najjanankumbi),,0.28893,32.57005,,,
next.failed.generally,Kobil (Kibuye),,0.29177,32.57165,,,
outlawing.flasks.deferring,Makamba Rd - Lungujja Rd,,0.31096,32.5461,,,
shunts.imprints.finds,Buwate Rd - Kasangati Namugongo Rd,,0.4139,32.62691,,,
epidemics.fake.companies,Kibumbiro Stage Busega,,0.31541,32.52699,,,
samplers.bottled.puddles,Sambera Rd - Busega Rd,,0.31324,32.52973,,,
flamenco.toenail.truck,Total (Najjanankumbi),,0.28895166516304,32.5699577331543,,,
dolls.mute.faces,Kobil (Kibuye),,0.29165,32.57165,,,
paler.mammoth.directly,Sambera Rd - Mackay Rd,,0.31186,32.53627,,,
usage.once.elsewhere,Lungujja Market,,0.30963,32.54052,,,
shadowing.digestion.pasting,Glory Church,,0.29629,32.57374,,,
launch.evoke.connector,Lubiri Ring Rd - Kayemba Rd Jct,,0.29785,32.57371,,,
index.shipwreck.vibes,Nakumatt (Lubiri Ring Rd),,0.29561,32.57213,,,
appointed.mull.sorry,Tezira House (Katwe),,0.3017,32.57666,,,
help.storms.furniture,Gapco Totalpetro Station (Katwe),,0.29992,32.57616,,,
awakening.practical.screening,Equity Bank (Katwe),,0.29842,32.57496,,,
itself.twinkled.articulated,White Nile,,0.29731,32.5742,,,
send.bystander.yards,Brilliant Chicks Nursery And Primary School,,0.28871,32.5731,,,
shippers.things.clocking,Ucc Vocational,,0.290188333333333,32.5725316666667,,,
salary.miracles.started,Gapco Petro Station (Ndeeba),,0.29316,32.5707,,,
finishing.wishes.throwaway,God Shepherd Primary School,,0.29522,32.56665,,,
blanket.windmills.rates,Lubiri Ring Rd - Mutesi Rd Jct,,0.30209,32.57242,,,
doing.balconies.loves,Gapco Totalpetro Station (Katwe),,0.29989,32.57602,,,
fond.opposite.quote,Nateete - Kobil Petro Station,,0.29323,32.56416,,,
kicked.exotic.hunches,Kavule A,,0.29113,32.57216,,,
expiring.guilty.bulldozer,Mutaasa,,0.31295,32.5778,,,
apprehend.steered.important,Cooper Complex Taxi Park - Owino Parkyard Market,,0.31172,32.57492,,,
flash.beards.stirs,Freedom Square,,0.30693,32.57708,,,
ensemble.robe.haystack,Police Kafumbe (Mufasa Road),,0.30631,32.57662,,,
explained.hawks.drip,By Pass Rd - Prince Badru Kakungulu Rd Junction,,0.30746,32.58621,,,
bookings.salmon.gazed,Clock Tower,,0.30731,32.57808,,,
gravitate.aboard.decreased,Gapco - Post Office (Nsambya Rd),,0.30721,32.57968,,,
sapping.flexibly.joystick,Old Taxi Park (Burton Street),,0.31148,32.57736,,,
starts.final.taxpayers,Glory Church,,0.296323329210281,32.5736885070801,,,
enjoys.scripted.farmer,Lucky Complex (Luriri Ring Rd),,0.29869,32.57373,,,
delivers.insolvent.star,Hotel Hensek,,0.30171,32.57443,,,
spite.cocoons.fooling,Lubiri High School,,0.3032,32.57016,,,
attracts.culminate.complain,Usafi Market (Katwe Rd),,0.30428,32.57718,,,
hubcaps.detect.wakes,Usafi Taxi Park,,0.30549,32.57573,,,
fall.disposal.geologist,Equity Bank (Katwe),,0.29857,32.57494,,,
cobble.dressy.topics,White Nile,,0.29728,32.57427,,,
monopoly.encodes.land,City Square - Central Police Station,,0.31535,32.57838,,,
incursion.sensual.struts,Xing Xing Furniture (Lubiri Ring Rd),,0.29488,32.57085,,,
unwind.backfired.dumplings,Ndeebakibuye Market - Truck Park,,0.29341,32.57138,,,
toothpick.couriers.shunted,Bank of Uganda Kampala,,0.31348,32.58,,,
fork.weep.freshest,Kampala Old Taxi Park,,0.31228,32.5763,,,
static.turntable.wardrobe,Mukwano Arcade,,0.31016,32.5756,,,
bristle.merely.passes,Nakasero Market,,0.310520644072247,32.58057237676,,,
transfers.prude.snowboard,Grand Imperial Hotel - East African Development Bank,,0.31462,32.57945,,,
blizzard.daring.engineers,Railway Crossline,,0.30722,32.58143,,,
worldwide.beards.pushes,Usafi Taxi Park,,0.30444,32.57598,,,
remotest.tint.cemented,Usafi Market (Katwe Road),,0.30532,32.57703,,,
renting.forgot.whisker,Namirembe Park,,0.3129,32.57127,,,
meanest.aliens.rifled,Grand Imperial Hotel - East African Development Bank,,0.31457,32.57951,,,
tent.famed.nylon,Crane Bank - City Square,,0.31415,32.57909,,,
division.multiple.grasp,Bank of Uganda Kampala,,0.3134,32.57995,,,
acrobats.releasing.written,Pan-african Freedom Square - Usafi Market (Queen's Way),,0.30599,32.57774,,,
promising.breeding.feel,Acacia Safaris,,0.32211,32.55967,,,
redeemed.upgrading.boxing,Kas Super Grocery (Bishop Close),,0.32055,32.55821,,,
giants.composed.dwell,Hoima Rd - Kiwuunya Church Rd Jct,,0.32836,32.55771,,,
mental.column.voice,Kasubi Tombs,,0.33043,32.55746,,,
romantics.unfolds.dice,Faith Primary School,,0.30492,32.56998,,,
oath.summaries.pens,Tawhid Islamic Primary School,,0.30691,32.56967,,,
rules.unhelpful.frost,Pride Microfinance Nankulabye,,0.32561,32.55829,,,
witless.bets.schools,Nakulabye Roundabout,,0.32468,32.5606,,,
overture.scorching.overruns,Mambule,,0.35362,32.57226,,,
elders.described.bright,Kalerwe Taxi Park Roundabout,,0.35212,32.57173,,,
cornering.screeches.launch,Dkay Designs,,0.31955,32.55759,,,
pupils.skimmers.notched,Kyebando Nsooba,,0.35219,32.58043,,,
gives.laminated.dared,Total - Tuskys (Nankulabye),,0.32494,32.55965,,,
headings.haunts.fence,Elliot Bar,,0.32526,32.55896,,,
official.devoured.explained,Kyebando Kisalosalo,,0.35274,32.58697,,,
amplified.calibrate.florists,Welfa Petroleum (Kyebando),,0.35416,32.57249,,,
energy.billiard.trending,Hass Petrol Station (Butikiro Rd),,0.30793,32.56789,,,
goals.beaten.bless,Kisenyi Health Center,,0.30834,32.56944,,,
pinch.bypassed.losses,Musajja Alumbwa,,0.31286,32.56758,,,
invite.scariest.fond,Kobil Fuel Station (Rubaga Rd),,0.31295,32.56811,,,
goofy.little.shuttling,Kampala Medical Chambers,,0.31713,32.57679,,,
mouths.bandaged.cracker,The Prestige Hotel Suites,,0.31832,32.57797,,,
geologist.splashes.beaks,Numak Complex,,0.31273,32.56684,,,
