route_id,agency_id,route_short_name,route_long_name,route_type
375,3,TX469,ፒያሳ አያሌው  - ሰሜን ማዘጋጃ - ቶታል,3
376,3,TX470,ፒያሳ አያሌው  - ሰሜን ማዘጋጃ ተሻግሮ - ድል በር,3
378,3,TX472,ፒያሳ አያሌው  - ኢንግሊዝ ኢምባሲ - መገናኛ ተርሚናል,3
379,3,TX473,ፒያሳ አያሌው  - ቤተመንግስት ጫፍ - መገናኛ ተርሚናል,3
380,3,TX474,ፒያሳ አያሌው  - ካዛንችስ ቶታል - ቴሌ መ/ዓለም,3
385,3,TX480,ፒያስ አራዳ - ሜክሲኮ - ጀሞ መንደር,3
383,3,TX478,ፒያስ አራዳ - ሳር ቤት - መካኒሳ ,3
386,3,TX481,ፒያስ አራዳ - ሜክሲኮ - ጀርመን አደባባይ,3
387,3,TX485,ከአባኪሮስ አደባባይ - መሪ - መገናኛ ተርሚናል,3
389,3,TX487,ከአባኪሮስ አደባባይ - ለገዳዲ ድልድይ ፀበል - 44 ማዞሪያ  ,3
388,3,TX486,ከመገናኛ ዲያስፖራ - ካራ - የካ አባዶ ኮንዶሚኒየም ፕሮጀክት 13/7,3
390,3,TX488,ከመገናኛ ዲያስፖራ - ሲሲዲ ዋና በር - 44 ማዞሪያ  ,3
393,3,TX496,ከሾላ ገበያ - 70 ደረጃ - ፒያሳ አያሌዉ ሙዚቃ ቤት,3
394,3,TX497,ከፒያሳ - ብርትሽ ካውንስል እንግሊዝ ኤምባሲ - ውበት ህንፃ,3
395,3,TX498,ከመገናኛ - 4ኪሎ ቅ/ሥላሴ ኮሌጅ - ራጉኤል,3
396,3,TX501,ከኢየሱስ - መስኪድ መገንጠያ - 4ኪሎ ም/ት/ቤት,3
